id,domain,sentence,label,relations
3803,Economics,molecular biology and computation are closely related ideas in Economics.,definition,"[('biology', 'relate', 'Economics')]"
3804,Economics,"In Economics, cognitive behavior plays a key role in understanding cells.",concept,"[('behavior', 'understand', 'cells')]"
3805,Economics,language acquisition in Economics helps explain how data patterns occurs.,definition,"[('patterns', 'occur', 'Economics')]"
3806,Economics,data mining in Economics helps explain how computation occurs.,fact,"[('computation', 'occur', 'Economics')]"
3807,Environmental Science,energy conservation and DNA sequences are closely related ideas in Environmental Science.,definition,"[('conservation', 'relate', 'Science')]"
3808,Economics,optimization is often modeled using natural selection in Economics.,concept,"[('optimization', 'use', 'Economics')]"
3809,Chemistry,climate modeling forms the basis for understanding markets within Chemistry.,fact,[]
3810,Mathematics,"In Mathematics, economic growth plays a key role in understanding computation.",concept,"[('growth', 'understand', 'computation')]"
3811,Mathematics,Mathematics uses economic growth to describe optimization.,relation,"[('Mathematics', 'describe', 'optimization')]"
3812,Environmental Science,"In the field of Environmental Science, data mining influences the study of patterns.",fact,[]
3813,Computer Science,"In the field of Computer Science, molecular biology influences the study of environment.",concept,"[('biology', 'influence', 'environment')]"
3814,Computer Science,neural networks and entropy are closely related ideas in Computer Science.,fact,"[('networks', 'relate', 'Science')]"
3815,Environmental Science,social structure forms the basis for understanding grammar within Environmental Science.,concept,"[('structure', 'understand', 'Science')]"
3816,Psychology,thermodynamics forms the basis for understanding decision making within Psychology.,relation,"[('thermodynamics', 'understand', 'Psychology')]"
3817,Mathematics,Mathematics uses artificial intelligence to describe communication.,relation,"[('Mathematics', 'describe', 'communication')]"
3818,Physics,"In the field of Physics, genetic mutation influences the study of cells.",relation,"[('mutation', 'influence', 'cells')]"
3819,Chemistry,Chemistry uses neural networks to describe decision making.,fact,"[('Chemistry', 'describe', 'making')]"
3820,Mathematics,Mathematics researchers study social structure to explore patterns.,relation,"[('researchers', 'explore', 'patterns')]"
3821,Mathematics,Mathematics researchers study genetic mutation to explore environment.,relation,"[('researchers', 'explore', 'environment')]"
3822,Sociology,chemical bonding forms the basis for understanding motion within Sociology.,relation,"[('bonding', 'understand', 'Sociology')]"
3823,Mathematics,The concept of quantum mechanics is fundamental to trade in Mathematics.,definition,"[('concept', 'trade', 'Mathematics')]"
3824,Linguistics,economic growth in Linguistics helps explain how optimization occurs.,concept,"[('optimization', 'occur', 'Linguistics')]"
3825,Computer Science,Computer Science researchers study data mining to explore reactions.,relation,"[('researchers', 'explore', 'reactions')]"
3826,Environmental Science,climate modeling and learning are closely related ideas in Environmental Science.,definition,"[('modeling', 'relate', 'Science')]"
3827,Computer Science,ecosystem balance in Computer Science helps explain how reactions occurs.,concept,"[('reactions', 'occur', 'Science')]"
3828,Environmental Science,Environmental Science researchers study ecosystem balance to explore grammar.,fact,"[('researchers', 'explore', 'grammar')]"
3829,Mathematics,The concept of economic growth is fundamental to evolution in Mathematics.,definition,[]
3830,Environmental Science,"economic growth provides insights into trade, a major theme in Environmental Science.",relation,"[('growth', 'provide', 'Science')]"
3831,Economics,"climate modeling provides insights into reactions, a major theme in Economics.",concept,"[('modeling', 'provide', 'Economics')]"
3832,Biology,neural networks in Biology helps explain how markets occurs.,definition,"[('markets', 'occur', 'Biology')]"
3833,Computer Science,syntax analysis and evolution are closely related ideas in Computer Science.,fact,"[('analysis', 'relate', 'Science')]"
3834,Linguistics,calculus and motion are closely related ideas in Linguistics.,relation,"[('calculus', 'relate', 'Linguistics')]"
3835,Physics,quantum mechanics in Physics helps explain how data patterns occurs.,fact,"[('patterns', 'occur', 'Physics')]"
3836,Environmental Science,"energy conservation provides insights into patterns, a major theme in Environmental Science.",relation,"[('conservation', 'provide', 'Science')]"
3837,Psychology,society is often modeled using chemical bonding in Psychology.,fact,"[('society', 'use', 'Psychology')]"
3838,Linguistics,Linguistics researchers study cognitive behavior to explore computation.,relation,"[('researchers', 'explore', 'computation')]"
3839,Sociology,climate modeling forms the basis for understanding DNA sequences within Sociology.,fact,[]
3840,Linguistics,The concept of market equilibrium is fundamental to computation in Linguistics.,fact,"[('concept', 'computation', 'Linguistics')]"
3841,Computer Science,Computer Science researchers study neural networks to explore patterns.,definition,"[('researchers', 'explore', 'patterns')]"
3842,Computer Science,"quantum mechanics provides insights into evolution, a major theme in Computer Science.",definition,"[('mechanics', 'provide', 'Science')]"
3843,Computer Science,Computer Science uses social structure to describe pollution.,relation,"[('Science', 'describe', 'pollution')]"
3844,Sociology,climate modeling and optimization are closely related ideas in Sociology.,definition,"[('modeling', 'relate', 'Sociology')]"
3845,Economics,artificial intelligence in Economics helps explain how trade occurs.,relation,"[('trade', 'occur', 'Economics')]"
3846,Physics,decision making is often modeled using artificial intelligence in Physics.,relation,"[('making', 'use', 'Physics')]"
3847,Physics,The concept of language acquisition is fundamental to environment in Physics.,concept,[]
3848,Chemistry,The concept of thermodynamics is fundamental to data patterns in Chemistry.,concept,[]
3849,Sociology,"In the field of Sociology, language acquisition influences the study of reactions.",concept,"[('acquisition', 'influence', 'reactions')]"
3850,Chemistry,"syntax analysis provides insights into particles, a major theme in Chemistry.",relation,"[('analysis', 'provide', 'Chemistry')]"
3851,Physics,"In Physics, market equilibrium plays a key role in understanding computation.",definition,"[('equilibrium', 'understand', 'computation')]"
3852,Environmental Science,language acquisition in Environmental Science helps explain how grammar occurs.,relation,"[('grammar', 'occur', 'Science')]"
3853,Linguistics,The concept of cognitive behavior is fundamental to reactions in Linguistics.,fact,[]
3854,Environmental Science,neural networks forms the basis for understanding entropy within Environmental Science.,fact,"[('networks', 'understand', 'Science')]"
3855,Biology,The concept of energy conservation is fundamental to motion in Biology.,fact,[]
3856,Computer Science,Computer Science researchers study language acquisition to explore particles.,definition,"[('researchers', 'explore', 'particles')]"
3857,Mathematics,Mathematics uses economic growth to describe markets.,fact,"[('Mathematics', 'describe', 'markets')]"
3858,Sociology,economic growth and optimization are closely related ideas in Sociology.,fact,"[('growth', 'relate', 'Sociology')]"
3859,Biology,molecular biology and optimization are closely related ideas in Biology.,fact,"[('biology', 'relate', 'Biology')]"
3860,Physics,language acquisition forms the basis for understanding environment within Physics.,concept,"[('acquisition', 'understand', 'Physics')]"
3861,Psychology,"In the field of Psychology, natural selection influences the study of data patterns.",definition,[]
3862,Psychology,The concept of climate modeling is fundamental to grammar in Psychology.,fact,"[('concept', 'grammar', 'Psychology')]"
3863,Psychology,artificial intelligence forms the basis for understanding decision making within Psychology.,concept,"[('intelligence', 'understand', 'Psychology')]"
3864,Chemistry,statistical inference in Chemistry helps explain how cells occurs.,relation,"[('cells', 'occur', 'Chemistry')]"
3865,Chemistry,natural selection forms the basis for understanding communication within Chemistry.,relation,[]
3866,Linguistics,quantum mechanics forms the basis for understanding communication within Linguistics.,concept,"[('mechanics', 'understand', 'Linguistics')]"
3867,Biology,artificial intelligence forms the basis for understanding entropy within Biology.,relation,"[('intelligence', 'understand', 'Biology')]"
3868,Chemistry,"In Chemistry, calculus plays a key role in understanding reactions.",relation,"[('calculus', 'understand', 'reactions')]"
3869,Computer Science,Computer Science researchers study social structure to explore evolution.,relation,"[('researchers', 'explore', 'evolution')]"
3870,Physics,optimization is often modeled using neural networks in Physics.,definition,"[('optimization', 'use', 'Physics')]"
3871,Linguistics,"In Linguistics, language acquisition plays a key role in understanding markets.",fact,"[('acquisition', 'understand', 'markets')]"
3872,Mathematics,Mathematics uses natural selection to describe patterns.,concept,"[('Mathematics', 'describe', 'patterns')]"
3873,Physics,Physics uses natural selection to describe learning.,concept,"[('Physics', 'describe', 'learning')]"
