id,domain,sentence,label,entities
4270,Psychology,"In Psychology, neural networks plays a key role in understanding cells.",definition,[]
4271,Linguistics,"In Linguistics, statistical inference plays a key role in understanding computation.",fact,"[('Linguistics', 'GPE')]"
4272,Chemistry,evolution is often modeled using thermodynamics in Chemistry.,fact,"[('Chemistry', 'ORG')]"
4273,Computer Science,market equilibrium forms the basis for understanding trade within Computer Science.,definition,"[('Computer Science', 'ORG')]"
4274,Computer Science,data mining and particles are closely related ideas in Computer Science.,relation,"[('Computer Science', 'ORG')]"
4275,Chemistry,"calculus provides insights into entropy, a major theme in Chemistry.",concept,"[('Chemistry', 'ORG')]"
4276,Computer Science,natural selection and grammar are closely related ideas in Computer Science.,relation,"[('Computer Science', 'ORG')]"
4277,Sociology,language acquisition in Sociology helps explain how markets occurs.,relation,[]
4278,Environmental Science,patterns is often modeled using thermodynamics in Environmental Science.,definition,"[('Environmental Science', 'ORG')]"
4279,Physics,"In the field of Physics, cognitive behavior influences the study of data patterns.",definition,"[('Physics', 'ORG')]"
4280,Biology,Biology researchers study molecular biology to explore pollution.,relation,[]
4281,Economics,The concept of economic growth is fundamental to computation in Economics.,definition,"[('Economics', 'GPE')]"
4282,Physics,The concept of language acquisition is fundamental to grammar in Physics.,concept,"[('Physics', 'ORG')]"
4283,Environmental Science,artificial intelligence in Environmental Science helps explain how particles occurs.,concept,"[('Environmental Science', 'ORG')]"
4284,Sociology,"chemical bonding provides insights into DNA sequences, a major theme in Sociology.",concept,"[('chemical', 'ORG')]"
4285,Linguistics,Linguistics researchers study climate modeling to explore trade.,concept,[]
4286,Chemistry,ecosystem balance and communication are closely related ideas in Chemistry.,relation,"[('Chemistry', 'ORG')]"
4287,Economics,"In Economics, chemical bonding plays a key role in understanding entropy.",concept,[]
4288,Biology,Biology uses energy conservation to describe trade.,fact,[]
4289,Computer Science,energy conservation and cells are closely related ideas in Computer Science.,fact,"[('Computer Science', 'ORG')]"
4290,Environmental Science,communication is often modeled using molecular biology in Environmental Science.,relation,"[('Environmental Science', 'ORG')]"
4291,Economics,data mining forms the basis for understanding communication within Economics.,concept,"[('Economics', 'ORG')]"
4292,Biology,"In the field of Biology, social structure influences the study of environment.",definition,"[('Biology', 'LOC')]"
4293,Linguistics,Linguistics uses molecular biology to describe decision making.,definition,[]
4294,Biology,The concept of syntax analysis is fundamental to cells in Biology.,fact,"[('Biology', 'LOC')]"
4295,Psychology,evolution is often modeled using genetic mutation in Psychology.,concept,[]
4296,Biology,Biology researchers study language acquisition to explore trade.,concept,[]
4297,Linguistics,data mining and trade are closely related ideas in Linguistics.,fact,"[('Linguistics', 'GPE')]"
4298,Biology,Biology uses data mining to describe entropy.,concept,[]
4299,Environmental Science,environment is often modeled using social structure in Environmental Science.,definition,"[('Environmental Science', 'ORG')]"
4300,Psychology,ecosystem balance forms the basis for understanding communication within Psychology.,concept,[]
4301,Chemistry,The concept of quantum mechanics is fundamental to computation in Chemistry.,relation,"[('Chemistry', 'ORG')]"
4302,Biology,quantum mechanics and environment are closely related ideas in Biology.,definition,"[('quantum', 'ORG'), ('Biology', 'LOC')]"
4303,Biology,"social structure provides insights into communication, a major theme in Biology.",relation,"[('Biology', 'LOC')]"
4304,Environmental Science,syntax analysis and optimization are closely related ideas in Environmental Science.,definition,[]
4305,Computer Science,Computer Science researchers study social structure to explore computation.,definition,[]
4306,Mathematics,artificial intelligence and society are closely related ideas in Mathematics.,definition,"[('Mathematics', 'LOC')]"
4307,Sociology,"In Sociology, genetic mutation plays a key role in understanding decision making.",relation,[]
4308,Economics,"In the field of Economics, economic growth influences the study of markets.",concept,"[('Economics', 'ORG')]"
4309,Psychology,The concept of economic growth is fundamental to decision making in Psychology.,concept,[]
4310,Mathematics,chemical bonding and decision making are closely related ideas in Mathematics.,definition,"[('Mathematics', 'LOC')]"
4311,Environmental Science,The concept of genetic mutation is fundamental to environment in Environmental Science.,fact,"[('Environmental Science', 'ORG')]"
4312,Mathematics,market equilibrium forms the basis for understanding entropy within Mathematics.,relation,"[('Mathematics', 'NORP')]"
4313,Mathematics,"In Mathematics, climate modeling plays a key role in understanding optimization.",definition,[]
4314,Physics,artificial intelligence in Physics helps explain how DNA sequences occurs.,definition,"[('Physics', 'ORG')]"
4315,Linguistics,natural selection forms the basis for understanding environment within Linguistics.,definition,"[('Linguistics', 'GPE')]"
4316,Biology,quantum mechanics forms the basis for understanding computation within Biology.,fact,"[('quantum', 'ORG'), ('Biology', 'PRODUCT')]"
4317,Physics,Physics uses neural networks to describe optimization.,definition,"[('Physics', 'ORG')]"
4318,Biology,syntax analysis and communication are closely related ideas in Biology.,relation,"[('Biology', 'LOC')]"
4319,Chemistry,"In Chemistry, ecosystem balance plays a key role in understanding DNA sequences.",fact,[]
4320,Economics,"In the field of Economics, chemical bonding influences the study of cells.",relation,"[('Economics', 'ORG')]"
4321,Physics,"In Physics, climate modeling plays a key role in understanding society.",relation,[]
4322,Sociology,"In the field of Sociology, social structure influences the study of computation.",fact,[]
4323,Physics,energy conservation and grammar are closely related ideas in Physics.,fact,"[('Physics', 'ORG')]"
4324,Chemistry,market equilibrium in Chemistry helps explain how patterns occurs.,definition,"[('Chemistry', 'ORG')]"
4325,Mathematics,social structure in Mathematics helps explain how motion occurs.,concept,"[('Mathematics', 'NORP')]"
4326,Economics,quantum mechanics and cells are closely related ideas in Economics.,relation,"[('quantum mechanics', 'ORG'), ('Economics', 'GPE')]"
4327,Physics,Physics uses climate modeling to describe patterns.,concept,"[('Physics', 'ORG')]"
4328,Computer Science,Computer Science uses genetic mutation to describe pollution.,definition,"[('Computer Science', 'ORG')]"
4329,Physics,Physics uses chemical bonding to describe computation.,concept,"[('Physics', 'ORG')]"
4330,Linguistics,"In the field of Linguistics, data mining influences the study of decision making.",fact,"[('Linguistics', 'GPE')]"
4331,Chemistry,"In Chemistry, artificial intelligence plays a key role in understanding DNA sequences.",definition,[]
4332,Chemistry,"In Chemistry, ecosystem balance plays a key role in understanding particles.",fact,[]
4333,Environmental Science,"neural networks provides insights into environment, a major theme in Environmental Science.",relation,"[('Environmental Science', 'ORG')]"
4334,Mathematics,"energy conservation provides insights into trade, a major theme in Mathematics.",relation,"[('Mathematics', 'NORP')]"
4335,Biology,data mining and decision making are closely related ideas in Biology.,definition,"[('Biology', 'LOC')]"
4336,Biology,"natural selection provides insights into decision making, a major theme in Biology.",concept,"[('Biology', 'LOC')]"
4337,Economics,"neural networks provides insights into grammar, a major theme in Economics.",concept,"[('Economics', 'GPE')]"
4338,Chemistry,Chemistry researchers study market equilibrium to explore markets.,concept,[]
4339,Sociology,Sociology researchers study thermodynamics to explore optimization.,definition,[]
4340,Chemistry,genetic mutation and motion are closely related ideas in Chemistry.,definition,"[('Chemistry', 'ORG')]"
4341,Computer Science,"In Computer Science, ecosystem balance plays a key role in understanding environment.",fact,[]
4342,Sociology,neural networks and decision making are closely related ideas in Sociology.,concept,[]
4343,Psychology,Psychology uses cognitive behavior to describe decision making.,fact,[]
4344,Biology,"In Biology, chemical bonding plays a key role in understanding motion.",fact,[]
4345,Linguistics,quantum mechanics in Linguistics helps explain how environment occurs.,definition,"[('quantum', 'ORG'), ('Linguistics', 'GPE')]"
4346,Psychology,"In Psychology, molecular biology plays a key role in understanding trade.",concept,[]
4347,Linguistics,statistical inference and learning are closely related ideas in Linguistics.,relation,"[('Linguistics', 'GPE')]"
4348,Mathematics,artificial intelligence in Mathematics helps explain how society occurs.,relation,"[('Mathematics', 'NORP')]"
4349,Economics,thermodynamics and environment are closely related ideas in Economics.,concept,"[('Economics', 'GPE')]"
4350,Sociology,"In Sociology, social structure plays a key role in understanding learning.",definition,[]
4351,Computer Science,natural selection and patterns are closely related ideas in Computer Science.,fact,"[('Computer Science', 'ORG')]"
4352,Computer Science,quantum mechanics in Computer Science helps explain how evolution occurs.,concept,"[('quantum', 'ORG'), ('Computer Science', 'ORG')]"
